method,n,coherence_mlsp,coherence_mlsp_lo,coherence_mlsp_hi,coherence_w2s,coherence_w2s_lo,coherence_w2s_hi,chroma_cos,chroma_cos_lo,chroma_cos_hi,clap,clap_lo,clap_hi,coherence_firstnote,coherence_firstnote_lo,coherence_firstnote_hi,n_updates,n_updates_lo,n_updates_hi,runtime_s,runtime_s_lo,runtime_s_hi,fad_clap_maestro,fad_clap_sao
mlsp,225,0.25913843749369336,0.2406680911374431,0.2771702042831813,0.2524887898313979,0.234809630847354,0.2697833781007909,0.35594266653060913,0.3443057471695874,0.368120799659027,0.31131019400225746,0.29703298347774476,0.3259080469707648,0.6799975419961539,0.6381634541193744,0.7207123839197399,15.0,15.0,15.0,3.2121131134033205,3.2094645789464313,3.2151687335968018,0.8370378951180018,0.0
