trial,prompt_id,melody,seed,position,R_at,coherence_mlsp,coherence_w2s,chroma_cos,clap,logmel_l1,coherence_firstnote,bce0,n_updates,runtime_s
dev-p00-ascending-s0,0,ascending,0,-1,,0.1295681063122923,0.0930232558139534,0.1781555861234665,0.08320251852273941,0.0,0.0,0.528880774974823,0,
dev-p00-ascending-s0,0,ascending,0,2,0.0962687954306602,0.1257861635220125,0.1162790697674418,0.3523314595222473,0.04647461697459221,1.7493325471878052,0.0232558139534883,0.3760236501693725,3,1.4612796306610107
dev-p00-ascending-s0,0,ascending,0,6,0.0955608487129211,0.124223602484472,0.1162790697674418,0.3810793757438659,0.05307537317276001,1.7497519254684448,0.0232558139534883,0.3693056106567383,3,1.4337544441223145
dev-p00-ascending-s0,0,ascending,0,10,0.094219222664833,0.1257861635220125,0.0975609756097561,0.3465904891490936,0.06698714196681976,1.7778092622756958,0.024390243902439,0.3770084083080292,3,1.435976266860962
dev-p00-ascending-s0,0,ascending,0,14,0.0923414751887321,0.1230283911671924,0.1904761904761904,0.3680656254291534,0.042183566838502884,1.5717971324920654,0.0,0.3846311271190643,3,1.4343929290771484
dev-p00-ascending-s0,0,ascending,0,18,0.0902128368616104,0.2718120805369127,0.1463414634146341,0.3191111981868744,0.05773158371448517,1.5549356937408447,0.0,0.3407101035118103,3,1.4356703758239746
dev-p00-ascending-s0,0,ascending,0,22,0.0906957313418388,0.1711409395973154,0.0465116279069767,0.3278054296970367,0.09538059681653976,1.359665036201477,0.0,0.4139232337474823,3,1.43609881401062
dev-p00-ascending-s0,0,ascending,0,26,0.1040151044726371,0.1338028169014084,0.0952380952380952,0.1887576580047607,0.07652877271175385,0.5328510403633118,0.0,0.4874160289764404,3,1.4350838661193848
dev-p00-ascending-s0,0,ascending,0,30,0.1462463587522506,0.134020618556701,0.0930232558139534,0.189511701464653,0.10843795537948608,0.5059993267059326,0.0,0.4710682928562164,3,1.4357688426971436
dev-p00-ascending-s0,0,ascending,0,34,0.2252847850322723,0.136518771331058,0.1162790697674418,0.1903165280818939,0.11690313369035721,0.4415571391582489,0.0,0.4660896956920624,3,1.435535907745361
dev-p00-ascending-s0,0,ascending,0,38,0.3110752701759338,0.1398601398601398,0.1162790697674418,0.1967592239379882,0.09753973037004471,0.4180727303028106,0.0,0.4518772065639496,3,1.4348745346069336
dev-p00-ascending-s0,0,ascending,0,42,0.3650629818439483,0.1333333333333333,0.1162790697674418,0.2030383497476577,0.0952407643198967,0.4193275868892669,0.0,0.4199463725090027,3,1.433671951293945
dev-p00-ascending-s0,0,ascending,0,46,0.3900294005870819,0.1333333333333333,0.0930232558139534,0.2060818970203399,0.10603216290473938,0.4536057114601135,0.0,0.3803470432758331,3,1.4344148635864258
dev-p00-ascending-s1,0,ascending,1,-1,,0.1382636655948553,0.131578947368421,0.1300779581069946,0.04991913214325905,0.0,0.0,0.5709613561630249,0,
dev-p00-ascending-s1,0,ascending,1,2,0.0989182442426681,0.349673202614379,0.0930232558139534,0.40247443318367,0.07317906618118286,2.0453054904937744,0.4883720930232558,0.4453909695148468,3,1.4328196048736572
dev-p00-ascending-s1,0,ascending,1,6,0.0981991216540336,0.3506493506493506,0.225,0.418545663356781,0.05368444323539734,2.0130324363708496,0.6,0.4377405047416687,3,1.432938575744629
dev-p00-ascending-s1,0,ascending,1,10,0.0967610701918602,0.3529411764705882,0.325,0.4152594208717346,0.06196022778749466,2.022456169128418,0.8,0.4411746263504028,3,1.433227777481079
dev-p00-ascending-s1,0,ascending,1,14,0.0945740416646003,0.3548387096774194,0.225,0.4280108511447906,0.09385904669761658,1.9991782903671265,0.575,0.4402728974819183,3,1.4340016841888428
dev-p00-ascending-s1,0,ascending,1,18,0.0925773158669471,0.390625,0.3076923076923077,0.4170441627502441,0.05865445360541344,1.876232385635376,0.2051282051282051,0.3874532580375671,3,1.432736873626709
