trial,method,split,prompt_id,melody,seed,coherence_mlsp,voiced_cov,coherence_w2s,chroma_cos,clap,coherence_firstnote,n_updates,first_step,last_step,mean_lam,runtime_s,peak_vram_gb
test-p00-ascending-s0,sao,test,0,ascending,0,0.05521472392638037,0.4738372093023256,0.02,0.17523059248924255,0.39093369245529175,0.06,0,-1,-1,0.0,3.3716812133789062,6.047781467437744
test-p00-ascending-s0,early,test,0,ascending,0,0.0851063829787234,0.5465116279069767,0.028985507246376812,0.18800775706768036,0.40651705861091614,0.0,15,0,14,0.05000000000000002,3.186582565307617,6.053064346313477
test-p00-ascending-s0,mid,test,0,ascending,0,0.72,0.7994186046511628,0.6410256410256411,0.6307488083839417,0.5048633813858032,0.2948717948717949,15,18,32,0.05000000000000002,3.2002322673797607,6.053064346313477
test-p00-ascending-s0,late,test,0,ascending,0,0.329608938547486,0.5203488372093024,0.125,0.4704448878765106,0.43279609084129333,0.275,15,35,49,0.05000000000000002,3.2406342029571533,6.058801651000977
test-p00-ascending-s0,uniform,test,0,ascending,0,0.21844660194174756,0.5988372093023255,0.21739130434782608,0.2982896566390991,0.4498448371887207,0.0,15,0,49,0.05000000000000002,3.239652395248413,6.058801651000977
test-p00-ascending-s0,mlsp,test,0,ascending,0,0.3407821229050279,0.5203488372093024,0.2962962962962963,0.5061421990394592,0.44173330068588257,0.2777777777777778,15,20,48,0.05000000000000002,3.233513593673706,6.064050674438477
test-p00-ascending-s0,rapg_cal_f1,test,0,ascending,0,0.32954545454545453,0.5116279069767442,0.125,0.46682560443878174,0.43684619665145874,0.275,15,35,49,0.04942070119003308,3.2401695251464844,6.070276260375977
test-p00-ascending-s0,rapg_cal_dc,test,0,ascending,0,0.8338983050847457,0.8575581395348837,0.7875,0.793451726436615,0.4777683913707733,0.25,15,19,33,0.05523966484372164,3.2358531951904297,6.058801651000977
test-p00-ascending-s0,rapg_on,test,0,ascending,0,0.41232227488151657,0.6133720930232558,0.36231884057971014,0.45343971252441406,0.44292742013931274,0.4057971014492754,15,2,36,0.03993703507713602,3.233034610748291,6.064050674438477
test-p00-ascending-s0,topk_dc_const,test,0,ascending,0,0.759075907590759,0.8808139534883721,0.7108433734939759,0.6918051242828369,0.5030732154846191,0.24096385542168675,15,19,33,0.05000000000000002,3.232679843902588,6.069787979125977
test-p00-ascending-s1,sao,test,0,ascending,1,0.0996309963099631,0.7877906976744186,0.08974358974358974,0.184647798538208,0.41169843077659607,0.01282051282051282,0,-1,-1,0.0,3.1992032527923584,6.058801651000977
test-p00-ascending-s1,early,test,0,ascending,1,0.08527131782945736,0.75,0.05405405405405406,0.20366233587265015,0.43843749165534973,0.06756756756756757,15,0,14,0.05000000000000002,3.219670295715332,6.064538955688477
test-p00-ascending-s1,mid,test,0,ascending,1,0.6379821958456974,0.9796511627906976,0.6547619047619048,0.6835464835166931,0.32766199111938477,0.20238095238095238,15,18,32,0.05000000000000002,3.221416473388672,6.069787979125977
test-p00-ascending-s1,late,test,0,ascending,1,0.2918454935622318,0.6773255813953488,0.29333333333333333,0.49278485774993896,0.39833778142929077,0.38666666666666666,15,35,49,0.05000000000000002,3.2338342666625977,6.064538955688477
test-p00-ascending-s1,uniform,test,0,ascending,1,0.12598425196850394,0.7383720930232558,0.10588235294117647,0.4188038110733032,0.3828458786010742,0.17647058823529413,15,0,49,0.05000000000000002,3.242072343826294,6.070276260375977
test-p00-ascending-s1,mlsp,test,0,ascending,1,0.275,0.813953488372093,0.27058823529411763,0.40716373920440674,0.37290510535240173,0.2235294117647059,15,20,48,0.05000000000000002,3.2363569736480713,6.075525283813477
test-p00-ascending-s1,rapg_cal_f1,test,0,ascending,1,0.2918454935622318,0.6773255813953488,0.29333333333333333,0.49362003803253174,0.3984670042991638,0.41333333333333333,15,35,49,0.052385554364485394,3.236804246902466,6.081262588500977
test-p00-ascending-s1,rapg_cal_dc,test,0,ascending,1,0.6973293768545994,0.9796511627906976,0.6823529411764706,0.7094670534133911,0.32422053813934326,0.2,15,19,33,0.057022228517959815,3.2164723873138428,6.070276260375977
test-p00-ascending-s1,rapg_on,test,0,ascending,1,0.5263157894736842,0.7732558139534884,0.36046511627906974,0.5840208530426025,0.3909997045993805,0.3372093023255814,15,3,40,0.046589742681221465,3.2279911041259766,6.076013565063477
test-p00-ascending-s1,topk_dc_const,test,0,ascending,1,0.655786350148368,0.9796511627906976,0.6547619047619048,0.6950126886367798,0.32405370473861694,0.20238095238095238,15,19,33,0.05000000000000002,3.2191100120544434,6.081262588500977
test-p00-ascending-s2,sao,test,0,ascending,2,0.23902439024390243,0.5959302325581395,0.14285714285714285,0.15258583426475525,0.40801122784614563,0.2571428571428571,0,-1,-1,0.0,3.202693462371826,6.070276260375977
test-p00-ascending-s2,early,test,0,ascending,2,0.24019607843137256,0.5930232558139535,0.15789473684210525,0.1630506068468094,0.4127644896507263,0.3333333333333333,15,0,14,0.05000000000000002,3.2240662574768066,6.076013565063477
test-p00-ascending-s2,mid,test,0,ascending,2,0.38636363636363635,0.8953488372093024,0.35714285714285715,0.4151178002357483,0.3987305760383606,0.14285714285714285,15,18,32,0.05000000000000002,3.2154688835144043,6.081262588500977
test-p00-ascending-s2,late,test,0,ascending,2,0.4212962962962963,0.627906976744186,0.3076923076923077,0.4437195062637329,0.4184150695800781,0.23076923076923078,15,35,49,0.05000000000000002,3.2133617401123047,6.075525283813477
test-p00-ascending-s2,uniform,test,0,ascending,2,0.26382978723404255,0.6831395348837209,0.2676056338028169,0.2964310944080353,0.4438500702381134,0.3380281690140845,15,0,49,0.05000000000000002,3.218467950820923,6.081750869750977
test-p00-ascending-s2,mlsp,test,0,ascending,2,0.35319148936170214,0.6831395348837209,0.29411764705882354,0.38767850399017334,0.4656880795955658,0.27941176470588236,15,20,48,0.05000000000000002,3.2269439697265625,6.087488174438477
test-p00-ascending-s2,rapg_cal_f1,test,0,ascending,2,0.3925233644859813,0.622093023255814,0.32727272727272727,0.433965802192688,0.4157697558403015,0.2545454545454545,15,35,49,0.04522047214641104,3.2146127223968506,6.092737197875977
test-p00-ascending-s2,rapg_cal_dc,test,0,ascending,2,0.5087108013937283,0.8343023255813954,0.5064935064935064,0.4992929995059967,0.4117002487182617,0.2987012987012987,15,19,33,0.05722049710018927,3.222071647644043,6.081750869750977
test-p00-ascending-s2,rapg_on,test,0,ascending,2,0.4722222222222222,0.7325581395348837,0.43902439024390244,0.40672504901885986,0.4343198835849762,0.21951219512195122,15,12,32,0.040964788869460804,3.2334420680999756,6.087488174438477
test-p00-ascending-s2,topk_dc_const,test,0,ascending,2,0.46,0.872093023255814,0.4375,0.48821210861206055,0.40982764959335327,0.275,15,19,33,0.05000000000000002,3.2328360080718994,6.092737197875977
test-p00-descending-s0,sao,test,0,descending,0,0.03680981595092025,0.4738372093023256,0.08,0.2000434398651123,0.39093369245529175,0.06,0,-1,-1,0.0,3.171922445297241,6.081262588500977
