method,n,coherence_mlsp,coherence_mlsp_lo,coherence_mlsp_hi,coherence_w2s,coherence_w2s_lo,coherence_w2s_hi,chroma_cos,chroma_cos_lo,chroma_cos_hi,clap,clap_lo,clap_hi,coherence_firstnote,coherence_firstnote_lo,coherence_firstnote_hi,n_updates,n_updates_lo,n_updates_hi,runtime_s,runtime_s_lo,runtime_s_hi,p_coherence_mlsp_vs_sao,d_coherence_mlsp_vs_sao,p_clap_vs_sao,d_clap_vs_sao,p_coherence_mlsp_vs_sao_holm,p_clap_vs_sao_holm,fad_clap_maestro,fad_clap_sao
sao,50,0.1189560616021968,0.09112098716949435,0.14833099605810596,0.11116946500982915,0.087460501283084,0.13599373843064175,0.2892406113445759,0.266100303247571,0.31272682973369953,0.2068549484014511,0.18754206562787296,0.22548757082223891,0.05689252755468252,0.02744232078423858,0.09312330701727446,0.0,0.0,0.0,3.186951313018799,3.1773077898025512,3.198830116271973,,,,,,,0.8820719197787379,0.0
early,50,0.2905495567416779,0.25009668922960065,0.3340280472811025,0.28035498389491337,0.2374460752997057,0.32459152910498695,0.4217521366477013,0.3962526074200869,0.4475996879339218,0.18353032469749445,0.1640827328860759,0.20297957498393948,0.2114069290288001,0.1499964580066629,0.2801068123537198,15.0,15.0,15.0,3.213797483444214,3.2076725573539733,3.2199199808835983,5.215646012857178e-07,0.171593495139481,0.00039864755038721,-0.023324623703956618,5.215646012857178e-07,0.00039864755038721,0.7705098314592029,0.1928088267008525
