f1,precision,recall,pos_recall,top1_acc,bce,row,R_entropy,R_margin,R_maxprob,agree_final,mean_p,run,prompt_id,seed,variant,sigma,rms,sig_rel,progress
0.01960784275701654,0.038461538460059175,0.013157894736668974,0.013157894736842105,0.07894736842105263,0.4513310492038727,0,0.28061479330062866,0.14650896191596985,0.35418495535850525,0.9353070175438597,0.08061184734106064,dev-p00-s0,0,0,raw,496.3009033203125,429.843017578125,409.41628181578153,0.02
0.020408162916701382,0.04545454545247934,0.013157894736668974,0.013157894736842105,0.11842105263157894,0.4457373321056366,1,0.2825934886932373,0.14280541241168976,0.35250064730644226,0.9396929824561403,0.08174536377191544,dev-p00-s0,0,0,raw,492.62890625,369.2647399902344,351.716395452792,0.04
0.05940594022037055,0.1199999999952,0.039473684210006924,0.039473684210526314,0.07894736842105263,0.4467068612575531,2,0.32050901651382446,0.17049269378185272,0.3732108771800995,0.9364035087719298,0.07742911577224731,dev-p00-s0,0,0,raw,488.9842834472656,317.7246398925781,302.62517528238607,0.06
0.07766990252427185,0.14814814814266117,0.052631578946675896,0.05263157894736842,0.10526315789473684,0.4364534318447113,3,0.3294829726219177,0.16347330808639526,0.39097413420677185,0.9342105263157895,0.0825723186135292,dev-p00-s0,0,0,raw,485.3664245605469,273.01806640625,260.04272254346733,0.08
0.05825242679649355,0.11111111110699588,0.039473684210006924,0.039473684210526314,0.07894736842105263,0.42653241753578186,4,0.30959218740463257,0.15749338269233704,0.3859795928001404,0.9342105263157895,0.08776481449604034,dev-p00-s0,0,0,raw,481.7755432128906,234.32861328125,223.19141844998344,0.1
0.05405405362129698,0.08571428571183674,0.039473684210006924,0.039473684210526314,0.10526315789473684,0.4469344913959503,5,0.3181265890598297,0.15127958357334137,0.39284151792526245,0.9254385964912281,0.08636520057916641,dev-p00-s0,0,0,raw,478.21099853515625,201.2938995361328,191.7260985655039,0.12
0.019801979825115192,0.0399999999984,0.013157894736668974,0.013157894736842105,0.09210526315789473,0.45041710138320923,6,0.29433414340019226,0.1438753306865692,0.3640804886817932,0.9385964912280702,0.08226092159748077,dev-p00-s0,0,0,raw,474.6730651855469,172.69143676757812,164.48235125133624,0.14
0.019801979825115192,0.0399999999984,0.013157894736668974,0.013157894736842105,0.09210526315789473,0.45018529891967773,7,0.3122527599334717,0.1310735046863556,0.3837287425994873,0.9364035087719298,0.08893410861492157,dev-p00-s0,0,0,raw,471.16107177734375,148.3837127685547,141.32919693089232,0.16
0.0,0.0,0.0,0.0,0.039473684210526314,0.4748404920101166,8,0.2852143347263336,0.15604770183563232,0.39029034972190857,0.9331140350877193,0.09048429876565933,dev-p00-s0,0,0,raw,467.67529296875,127.73484802246094,121.66096426378499,0.18
0.0,0.0,0.0,0.0,0.06578947368421052,0.4588891267776489,9,0.303373247385025,0.13173933327198029,0.3301636576652527,0.9462719298245614,0.07593581825494766,dev-p00-s0,0,0,raw,464.215087890625,109.69134521484375,104.47418639601736,0.2
0.02298850552569692,0.09090909090082644,0.013157894736668974,0.013157894736842105,0.06578947368421052,0.4394318163394928,10,0.280895471572876,0.12820181250572205,0.323833703994751,0.9517543859649122,0.0770106315612793,dev-p00-s0,0,0,raw,460.7806701660156,94.24961853027344,89.76544394866522,0.22
0.042105262837008314,0.10526315788919667,0.026315789473337948,0.02631578947368421,0.05263157894736842,0.44464415311813354,11,0.2805202007293701,0.13185934722423553,0.33681461215019226,0.9473684210526315,0.0771055743098259,dev-p00-s0,0,0,raw,457.3714904785156,81.3861083984375,77.51230867342169,0.24
0.0,0.0,0.0,0.0,0.039473684210526314,0.46345195174217224,12,0.3119819164276123,0.12950129806995392,0.32728657126426697,0.9396929824561403,0.07295656949281693,dev-p00-s0,0,0,raw,453.9877014160156,69.90653991699219,66.57717323849671,0.26
0.020833333003038197,0.0499999999975,0.013157894736668974,0.013157894736842105,0.039473684210526314,0.4337560534477234,13,0.3019336462020874,0.1582668423652649,0.3575306534767151,0.9462719298245614,0.07757961004972458,dev-p00-s0,0,0,raw,450.6287536621094,59.94190216064453,57.08479199335356,0.28
0.02272727249121901,0.08333333332638888,0.013157894736668974,0.013157894736842105,0.02631578947368421,0.4653182327747345,14,0.2937229573726654,0.14000467956066132,0.32448381185531616,0.9528508771929824,0.07245834171772003,dev-p00-s0,0,0,raw,447.2948913574219,51.615657806396484,49.15278556841867,0.3
0.041237113061961955,0.0952380952335601,0.026315789473337948,0.02631578947368421,0.039473684210526314,0.47506964206695557,15,0.29123440384864807,0.13403475284576416,0.3499557077884674,0.9451754385964912,0.0820651650428772,dev-p00-s0,0,0,raw,443.9856872558594,44.393768310546875,42.272414670116945,0.32
0.0377358486500534,0.06666666666444444,0.026315789473337948,0.02631578947368421,0.05263157894736842,0.454780250787735,16,0.29378703236579895,0.14101523160934448,0.3885417878627777,0.9396929824561403,0.08869511634111404,dev-p00-s0,0,0,raw,440.70074462890625,38.179039001464844,36.35107449147222,0.34
0.0588235290307574,0.11538461538017751,0.039473684210006924,0.039473684210526314,0.07894736842105263,0.43571725487709045,17,0.27814769744873047,0.11881578713655472,0.3587022125720978,0.9396929824561403,0.08303707838058472,dev-p00-s0,0,0,raw,437.4403076171875,32.70878601074219,31.1384589350599,0.36
0.0,0.0,0.0,0.0,0.02631578947368421,0.4749595522880554,18,0.295304536819458,0.15298135578632355,0.4011758863925934,0.9320175438596491,0.09224753826856613,dev-p00-s0,0,0,raw,434.20379638671875,28.04039764404297,26.689231186511744,0.38
0.03448275816825209,0.04999999999875,0.026315789473337948,0.02631578947368421,0.07894736842105263,0.44654175639152527,19,0.2973543107509613,0.16270886361598969,0.4277404546737671,0.930921052631579,0.09796928614377975,dev-p00-s0,0,0,raw,430.9914245605469,24.21210289001465,23.039887720124767,0.4
0.0,0.0,0.0,0.0,0.039473684210526314,0.433669775724411,20,0.28688958287239075,0.13852329552173615,0.3962104916572571,0.9451754385964912,0.09343456476926804,dev-p00-s0,0,0,raw,427.8026123046875,20.81905746459961,19.804535487859614,0.42
0.0,0.0,0.0,0.0,0.05263157894736842,0.4533504545688629,21,0.29528307914733887,0.1433674544095993,0.4041275382041931,0.9364035087719298,0.09419307112693787,dev-p00-s0,0,0,raw,424.63763427734375,17.923030853271484,17.042040517811923,0.44
0.03921568589388697,0.07692307692011835,0.026315789473337948,0.02631578947368421,0.10526315789473684,0.41056403517723083,22,0.2802915573120117,0.15464110672473907,0.3769639730453491,0.9462719298245614,0.08679741621017456,dev-p00-s0,0,0,raw,421.4958190917969,15.385278701782227,14.620032910519825,0.46
0.09345794351192242,0.16129032257544224,0.06578947368334487,0.06578947368421052,0.05263157894736842,0.4381892681121826,23,0.28766903281211853,0.16007675230503082,0.3985151946544647,0.9342105263157895,0.090252585709095,dev-p00-s0,0,0,raw,418.3774719238281,13.2648286819458,12.59486698737683,0.48
0.061855669762567754,0.14285714285034012,0.039473684210006924,0.039473684210526314,0.06578947368421052,0.4153929054737091,24,0.25798019766807556,0.14667169749736786,0.3702179491519928,0.9451754385964912,0.08893325924873352,dev-p00-s0,0,0,raw,415.2820129394531,11.429010391235352,10.83989225599823,0.5
0.07766990252427185,0.14814814814266117,0.052631578946675896,0.05263157894736842,0.09210526315789473,0.4283154010772705,25,0.2744787633419037,0.13655968010425568,0.36766135692596436,0.9385964912280702,0.08694539964199066,dev-p00-s0,0,0,raw,412.2096252441406,9.816530227661133,9.296433623088909,0.52
0.07920792041799823,0.1599999999936,0.052631578946675896,0.05263157894736842,0.10526315789473684,0.39578863978385925,26,0.2759169936180115,0.11483082920312881,0.3353331983089447,0.9429824561403509,0.07878392189741135,dev-p00-s0,0,0,raw,409.1597900390625,8.426258087158203,7.963312222271382,0.54
0.041237113061961955,0.0952380952335601,0.026315789473337948,0.02631578947368421,0.05263157894736842,0.4381199777126312,27,0.30377888679504395,0.1329113095998764,0.3238859176635742,0.9539473684210527,0.07303012907505035,dev-p00-s0,0,0,raw,406.1327209472656,7.271368026733398,6.853269589293058,0.56
0.05825242679649355,0.11111111110699588,0.039473684210006924,0.039473684210526314,0.09210526315789473,0.4159684479236603,28,0.29516714811325073,0.13094507157802582,0.35549890995025635,0.9517543859649122,0.08194413036108017,dev-p00-s0,0,0,raw,403.1278381347656,6.2851033210754395,5.902331410051218,0.58
0.06060606024813794,0.13043478260302457,0.039473684210006924,0.039473684210526314,0.13157894736842105,0.40704280138015747,29,0.3058219850063324,0.16291804611682892,0.3582932949066162,0.9473684210526315,0.07690516859292984,dev-p00-s0,0,0,raw,400.1453857421875,5.426111698150635,5.070603784254058,0.6
0.08247422646317355,0.1904761904671202,0.052631578946675896,0.05263157894736842,0.13157894736842105,0.4331275522708893,30,0.3239803612232208,0.13839827477931976,0.33522936701774597,0.9473684210526315,0.07245528697967529,dev-p00-s0,0,0,raw,397.18499755859375,4.701524257659912,4.365032758669385,0.62
0.06060606024813794,0.13043478260302457,0.039473684210006924,0.039473684210526314,0.11842105263157894,0.42712023854255676,31,0.3356001377105713,0.1437295824289322,0.3402719497680664,0.9517543859649122,0.0730297863483429,dev-p00-s0,0,0,raw,394.246337890625,4.070252418518066,3.745649207351122,0.64
0.13461538421930472,0.24999999999107142,0.09210526315668283,0.09210526315789473,0.14473684210526316,0.390468031167984,32,0.3325221538543701,0.1809033751487732,0.42213138937950134,0.9506578947368421,0.09011535346508026,dev-p00-s0,0,0,raw,391.32958984375,3.535289764404297,3.215384179540382,0.66
0.12280701709726069,0.18421052631094184,0.09210526315668283,0.09210526315789473,0.11842105263157894,0.4162265360355377,33,0.3294018805027008,0.17777638137340546,0.4312804341316223,0.9572368421052632,0.09241140633821487,dev-p00-s0,0,0,raw,388.4342346191406,3.0930027961730957,2.7711152683951608,0.68
0.12962962921021948,0.21874999999316408,0.09210526315668283,0.09210526315789473,0.14473684210526316,0.4087783396244049,34,0.34190139174461365,0.16836966574192047,0.4216509759426117,0.9594298245614035,0.08815079182386398,dev-p00-s0,0,0,raw,385.56048583984375,2.7116637229919434,2.3813660886828014,0.7
0.14545454502479335,0.23529411764013844,0.10526315789335179,0.10526315789473684,0.19736842105263158,0.3827124536037445,35,0.34424978494644165,0.1730208396911621,0.426313191652298,0.9550438596491229,0.09030851721763611,dev-p00-s0,0,0,raw,382.70782470703125,2.390284299850464,2.0453287217487057,0.72
0.17322834597333991,0.2156862745055748,0.14473684210335871,0.14473684210526316,0.17105263157894737,0.4205242693424225,36,0.3728409707546234,0.19790081679821014,0.4843025207519531,0.9473684210526315,0.09698078036308289,dev-p00-s0,0,0,raw,379.8764343261719,2.128138542175293,1.763173179381292,0.74
0.15929203495496905,0.24324324323666913,0.11842105263002077,0.11842105263157894,0.2236842105263158,0.4228631258010864,37,0.36562639474868774,0.15305215120315552,0.43773210048675537,0.9583333333333334,0.09315686672925949,dev-p00-s0,0,0,raw,377.0658264160156,1.9103983640670776,1.5202017492001627,0.76
0.12068965471848986,0.17499999999562502,0.09210526315668283,0.09210526315789473,0.19736842105263158,0.4044341444969177,38,0.38203057646751404,0.1622447669506073,0.43966132402420044,0.9638157894736842,0.09138306975364685,dev-p00-s0,0,0,raw,374.27618408203125,1.7354917526245117,1.3162398672892957,0.78
0.09836065526632626,0.1304347826058601,0.07894736842001385,0.07894736842105263,0.13157894736842105,0.40251168608665466,39,0.41345861554145813,0.19088491797447205,0.48547452688217163,0.9703947368421053,0.09586146473884583,dev-p00-s0,0,0,raw,371.50701904296875,1.5924620628356934,1.1404620443130513,0.8
0.08620689609839478,0.12499999999687501,0.06578947368334487,0.06578947368421052,0.13157894736842105,0.3975635766983032,40,0.4298416078090668,0.18753118813037872,0.4644080698490143,0.9616228070175439,0.08736182004213333,dev-p00-s0,0,0,raw,368.75848388671875,1.478858232498169,0.9920241026980544,0.82
0.10434782563689982,0.1538461538422091,0.07894736842001385,0.07894736842105263,0.13157894736842105,0.3933952748775482,41,0.43954887986183167,0.18297378718852997,0.45384347438812256,0.9736842105263158,0.08314164727926254,dev-p00-s0,0,0,raw,366.0301513671875,1.3842047452926636,0.8592182217942271,0.84
0.10434782563689982,0.1538461538422091,0.07894736842001385,0.07894736842105263,0.18421052631578946,0.3816037178039551,42,0.438068151473999,0.1750224381685257,0.4522789418697357,0.9714912280701754,0.08434506505727768,dev-p00-s0,0,0,raw,363.3221435546875,1.3123630285263062,0.7500024128210658,0.86
0.10909090866181817,0.17647058823010384,0.07894736842001385,0.07894736842105263,0.15789473684210525,0.3831225633621216,43,0.4369487762451172,0.17618204653263092,0.4399343729019165,0.9747807017543859,0.08300701528787613,dev-p00-s0,0,0,raw,360.6341857910156,1.2593681812286377,0.6624649711038201,0.88
0.11965811920081817,0.170731707312909,0.09210526315668283,0.09210526315789473,0.17105263157894737,0.3736056089401245,44,0.44733166694641113,0.1548730432987213,0.43249139189720154,0.9714912280701754,0.08169112354516983,dev-p00-s0,0,0,raw,357.9659423828125,1.2160615921020508,0.5844686128394654,0.9
0.12844036654793367,0.21212121211478424,0.09210526315668283,0.09210526315789473,0.15789473684210525,0.36703991889953613,45,0.4509749114513397,0.16579782962799072,0.4183163344860077,0.9824561403508771,0.07723923772573471,dev-p00-s0,0,0,raw,355.3175964355469,1.1828033924102783,0.5188677312906836,0.92
0.10526315744844568,0.15789473683795016,0.07894736842001385,0.07894736842105263,0.14473684210526316,0.35924771428108215,46,0.4481669068336487,0.16394813358783722,0.4375479817390442,0.9791666666666666,0.08213847130537033,dev-p00-s0,0,0,raw,352.6886901855469,1.1592923402786255,0.4682600560362958,0.94
0.08771929779963065,0.13157894736495845,0.06578947368334487,0.06578947368421052,0.15789473684210525,0.35188013315200806,47,0.46041321754455566,0.19435447454452515,0.45114636421203613,0.981359649122807,0.08088025450706482,dev-p00-s0,0,0,raw,350.07940673828125,1.1407997608184814,0.42506372273558374,0.96
0.08928571384789541,0.13888888888503087,0.06578947368334487,0.06578947368421052,0.14473684210526316,0.3490927815437317,48,0.4568747580051422,0.1947600394487381,0.4440116882324219,0.9835526315789473,0.07908092439174652,dev-p00-s0,0,0,raw,347.4892578125,1.1272096633911133,0.3907894312346729,0.98
0.091743118842185,0.15151515151056016,0.06578947368334487,0.06578947368421052,0.14473684210526316,0.3368562161922455,49,0.46034491062164307,0.1880132406949997,0.4314206838607788,1.0,0.0776270255446434,dev-p00-s0,0,0,raw,344.9184265136719,1.0498892068862915,0.0,1.0
0.018018017585910245,0.028571428570612248,0.013157894736668974,0.013157894736842105,0.07894736842105263,0.4466143548488617,0,0.27267199754714966,0.16124431788921356,0.40668439865112305,0.9254385964912281,0.0956513062119484,dev-p00-s0,0,0,rmsnorm,496.3009033203125,429.843017578125,409.41628181578153,0.02
0.09259259217386831,0.1562499999951172,0.06578947368334487,0.06578947368421052,0.09210526315789473,0.442577600479126,1,0.2732889950275421,0.1508762538433075,0.4012852609157562,0.9287280701754386,0.09692724049091339,dev-p00-s0,0,0,rmsnorm,492.62890625,369.2647399902344,351.716395452792,0.04
0.07207207163899033,0.11428571428244899,0.052631578946675896,0.05263157894736842,0.07894736842105263,0.44277223944664,2,0.3073974847793579,0.18394538760185242,0.42161720991134644,0.9276315789473685,0.09096015244722366,dev-p00-s0,0,0,rmsnorm,488.9842834472656,317.7246398925781,302.62517528238607,0.06
0.09259259217386831,0.1562499999951172,0.06578947368334487,0.06578947368421052,0.10526315789473684,0.42967545986175537,3,0.3169094920158386,0.16950441896915436,0.43596166372299194,0.9287280701754386,0.09672857075929642,dev-p00-s0,0,0,rmsnorm,485.3664245605469,273.01806640625,260.04272254346733,0.08
0.09090909048033058,0.1470588235250865,0.06578947368334487,0.06578947368421052,0.06578947368421052,0.42545804381370544,4,0.2990719676017761,0.1631486564874649,0.43237069249153137,0.9265350877192983,0.1032179445028305,dev-p00-s0,0,0,rmsnorm,481.7755432128906,234.32861328125,223.19141844998344,0.1
0.08333333286750001,0.113636363633781,0.06578947368334487,0.06578947368421052,0.10526315789473684,0.4454032778739929,5,0.3088838756084442,0.16061942279338837,0.4415529668331146,0.9155701754385965,0.1006612479686737,dev-p00-s0,0,0,rmsnorm,478.21099853515625,201.2938995361328,191.7260985655039,0.12
0.07142857099107142,0.1111111111080247,0.052631578946675896,0.05263157894736842,0.09210526315789473,0.4505695402622223,6,0.2881990373134613,0.15972444415092468,0.4175286591053009,0.9265350877192983,0.09638004750013351,dev-p00-s0,0,0,rmsnorm,474.6730651855469,172.69143676757812,164.48235125133624,0.14
0.036036035603603606,0.057142857141224496,0.026315789473337948,0.02631578947368421,0.10526315789473684,0.44990074634552,7,0.30352362990379333,0.14126023650169373,0.4331081807613373,0.9254385964912281,0.10372108221054077,dev-p00-s0,0,0,rmsnorm,471.16107177734375,148.3837127685547,141.32919693089232,0.16
0.0,0.0,0.0,0.0,0.039473684210526314,0.4725058674812317,8,0.27536699175834656,0.1609831005334854,0.4302821457386017,0.9232456140350878,0.10388409346342087,dev-p00-s0,0,0,rmsnorm,467.67529296875,127.73484802246094,121.66096426378499,0.18
0.059999999634000004,0.12499999999479167,0.039473684210006924,0.039473684210526314,0.06578947368421052,0.4543052911758423,9,0.2910088896751404,0.14741790294647217,0.37705084681510925,0.9375,0.08881611377000809,dev-p00-s0,0,0,rmsnorm,464.215087890625,109.69134521484375,104.47418639601736,0.2
0.04040404004652586,0.08695652173534972,0.026315789473337948,0.02631578947368421,0.05263157894736842,0.43547871708869934,10,0.2718750238418579,0.14137636125087738,0.36880844831466675,0.9385964912280702,0.09015121310949326,dev-p00-s0,0,0,rmsnorm,460.7806701660156,94.24961853027344,89.76544394866522,0.22
0.039999999634400006,0.0833333333298611,0.026315789473337948,0.02631578947368421,0.05263157894736842,0.4401564300060272,11,0.2707003653049469,0.13709194958209991,0.3719419836997986,0.9418859649122807,0.08954888582229614,dev-p00-s0,0,0,rmsnorm,457.3714904785156,81.3861083984375,77.51230867342169,0.24
0.0,0.0,0.0,0.0,0.039473684210526314,0.45803767442703247,12,0.30336400866508484,0.14081433415412903,0.37239977717399597,0.9331140350877193,0.0858360007405281,dev-p00-s0,0,0,rmsnorm,453.9877014160156,69.90653991699219,66.57717323849671,0.26
0.01904761864743765,0.03448275861950059,0.013157894736668974,0.013157894736842105,0.05263157894736842,0.4312942326068878,13,0.2955278158187866,0.1718463897705078,0.40514934062957764,0.9364035087719298,0.09055778384208679,dev-p00-s0,0,0,rmsnorm,450.6287536621094,59.94190216064453,57.08479199335356,0.28
0.021052631258504158,0.052631578944598335,0.013157894736668974,0.013157894736842105,0.02631578947368421,0.4595099985599518,14,0.2889593541622162,0.14907239377498627,0.3704793453216553,0.9473684210526315,0.08544377982616425,dev-p00-s0,0,0,rmsnorm,447.2948913574219,51.615657806396484,49.15278556841867,0.3
0.05769230729770711,0.10714285713903061,0.039473684210006924,0.039473684210526314,0.05263157894736842,0.4724126160144806,15,0.28260326385498047,0.13576765358448029,0.3892119526863098,0.9396929824561403,0.09561675786972046,dev-p00-s0,0,0,rmsnorm,443.9856872558594,44.393768310546875,42.272414670116945,0.32
