trial,method,split,prompt_id,melody,seed,coherence_mlsp,voiced_cov,coherence_w2s,chroma_cos,clap,coherence_firstnote,n_updates,first_step,last_step,mean_lam,runtime_s,peak_vram_gb
dev-p00-ascending-s0,sao,dev,0,ascending,0,0.18518518518518517,0.7848837209302325,0.25,0.3001851737499237,0.1522645801305771,0.05,0,-1,-1,0.0,3.362294912338257,6.047781467437744
dev-p00-ascending-s0,early,dev,0,ascending,0,0.5695652173913044,0.6686046511627907,0.5070422535211268,0.39402472972869873,0.1313907653093338,0.323943661971831,15,0,14,1.0,3.190950393676758,6.053064346313477
dev-p00-ascending-s1,sao,dev,0,ascending,1,0.0,0.8837209302325582,0.1506849315068493,0.21203897893428802,0.19955521821975708,0.0,0,-1,-1,0.0,3.1389129161834717,6.053064346313477
dev-p00-ascending-s1,early,dev,0,ascending,1,0.3333333333333333,0.9593023255813954,0.3333333333333333,0.3322001099586487,0.10304951667785645,0.17857142857142858,15,0,14,1.0,3.1807782649993896,6.058801651000977
dev-p00-descending-s0,sao,dev,0,descending,0,0.0,0.7848837209302325,0.016666666666666666,0.2963097095489502,0.1522645801305771,0.05,0,-1,-1,0.0,3.150118589401245,6.058801651000977
dev-p00-descending-s0,early,dev,0,descending,0,0.29518072289156627,0.9651162790697675,0.32558139534883723,0.40438032150268555,0.15720902383327484,0.29069767441860467,15,0,14,1.0,3.177384853363037,6.064050674438477
dev-p00-descending-s1,sao,dev,0,descending,1,0.1513157894736842,0.8837209302325582,0.0136986301369863,0.3056850731372833,0.19955521821975708,0.0,0,-1,-1,0.0,3.1511502265930176,6.070276260375977
dev-p00-descending-s1,early,dev,0,descending,1,0.501577287066246,0.9215116279069767,0.4634146341463415,0.47814539074897766,0.16331851482391357,0.24390243902439024,15,0,14,1.0,3.1891958713531494,6.058801651000977
dev-p00-alternating-s0,sao,dev,0,alternating,0,0.03404255319148936,0.7807308970099668,0.018518518518518517,0.2924724519252777,0.1522645801305771,0.05555555555555555,0,-1,-1,0.0,3.1437065601348877,6.064050674438477
dev-p00-alternating-s0,early,dev,0,alternating,0,0.704225352112676,0.9435215946843853,0.6944444444444444,0.6224071383476257,0.13919179141521454,0.6944444444444444,15,0,14,1.0,3.174689769744873,6.069787979125977
dev-p00-alternating-s1,sao,dev,0,alternating,1,0.2988505747126437,0.867109634551495,0.14516129032258066,0.4581725001335144,0.19955521821975708,0.0,0,-1,-1,0.0,3.1473958492279053,6.058801651000977
dev-p00-alternating-s1,early,dev,0,alternating,1,0.57421875,0.8504983388704319,0.59375,0.485940545797348,0.14647622406482697,0.390625,15,0,14,1.0,3.185250997543335,6.064538955688477
dev-p00-pedal-s0,sao,dev,0,pedal,0,0.05925925925925926,0.7848837209302325,0.06666666666666667,0.32364240288734436,0.1522645801305771,0.06666666666666667,0,-1,-1,0.0,3.1448075771331787,6.069787979125977
dev-p00-pedal-s0,early,dev,0,pedal,0,0.7677419354838709,0.9011627906976745,0.7564102564102564,0.6457099318504333,0.12609931826591492,0.21794871794871795,15,0,14,1.0,3.1831929683685303,6.064538955688477
dev-p00-pedal-s1,sao,dev,0,pedal,1,0.0,0.8837209302325582,0.0,0.32012057304382324,0.19955521821975708,0.0,0,-1,-1,0.0,3.151580333709717,6.070276260375977
dev-p00-pedal-s1,early,dev,0,pedal,1,0.7015384615384616,0.9447674418604651,0.6987951807228916,0.6058180332183838,0.13906633853912354,0.27710843373493976,15,0,14,1.0,3.1766319274902344,6.075525283813477
dev-p00-zigzag-s0,sao,dev,0,zigzag,0,0.06666666666666667,0.7848837209302325,0.06666666666666667,0.3548204302787781,0.1522645801305771,0.05,0,-1,-1,0.0,3.1427836418151855,6.081262588500977
dev-p00-zigzag-s0,early,dev,0,zigzag,0,0.6986301369863014,0.8488372093023255,0.6790123456790124,0.4158998429775238,0.13260775804519653,0.2345679012345679,15,0,14,1.0,3.183107376098633,6.070276260375977
dev-p00-zigzag-s1,sao,dev,0,zigzag,1,0.09539473684210527,0.8837209302325582,0.0,0.3181476593017578,0.19955521821975708,0.0,0,-1,-1,0.0,3.1503303050994873,6.076013565063477
dev-p00-zigzag-s1,early,dev,0,zigzag,1,0.5654761904761905,0.9767441860465116,0.5581395348837209,0.5338903665542603,0.09364086389541626,0.23255813953488372,15,0,14,1.0,3.1735939979553223,6.081262588500977
dev-p01-ascending-s0,sao,dev,1,ascending,0,0.11594202898550725,0.8023255813953488,0.13414634146341464,0.2608514130115509,0.1451108455657959,0.0,0,-1,-1,0.0,3.150801420211792,6.070276260375977
dev-p01-ascending-s0,early,dev,1,ascending,0,0.36421725239616615,0.9098837209302325,0.38666666666666666,0.395480751991272,0.09506061673164368,0.2,15,0,14,1.0,3.1847283840179443,6.076013565063477
dev-p01-ascending-s1,sao,dev,1,ascending,1,0.0729483282674772,0.9563953488372093,0.08333333333333333,0.14360271394252777,0.2651369869709015,0.07142857142857142,0,-1,-1,0.0,3.143968343734741,6.081262588500977
dev-p01-ascending-s1,early,dev,1,ascending,1,0.35507246376811596,0.8023255813953488,0.36231884057971014,0.3852452039718628,0.1961611807346344,0.2608695652173913,15,0,14,1.0,3.200559139251709,6.075525283813477
dev-p01-descending-s0,sao,dev,1,descending,0,0.050724637681159424,0.8023255813953488,0.13414634146341464,0.23283295333385468,0.1451108455657959,0.0,0,-1,-1,0.0,3.2044897079467773,6.081750869750977
dev-p01-descending-s0,early,dev,1,descending,0,0.2637795275590551,0.7383720930232558,0.25882352941176473,0.3696582019329071,0.10360189527273178,0.25882352941176473,15,0,14,1.0,3.225332260131836,6.087488174438477
dev-p01-descending-s1,sao,dev,1,descending,1,0.22188449848024316,0.9563953488372093,0.2261904761904762,0.2960195541381836,0.2651369869709015,0.07142857142857142,0,-1,-1,0.0,3.2011547088623047,6.092737197875977
dev-p01-descending-s1,early,dev,1,descending,1,0.4200743494423792,0.7819767441860465,0.41025641025641024,0.44269925355911255,0.21518445014953613,0.0,15,0,14,1.0,3.2284109592437744,6.081750869750977
dev-p01-alternating-s0,sao,dev,1,alternating,0,0.2384937238493724,0.7940199335548173,0.30985915492957744,0.24569618701934814,0.1451108455657959,0.0,0,-1,-1,0.0,3.2112362384796143,6.087488174438477
dev-p01-alternating-s0,early,dev,1,alternating,0,0.3831417624521073,0.867109634551495,0.49295774647887325,0.5306883454322815,0.11586341261863708,0.7605633802816901,15,0,14,1.0,3.2301182746887207,6.092737197875977
dev-p01-alternating-s1,sao,dev,1,alternating,1,0.23776223776223776,0.9501661129568106,0.2328767123287671,0.33993300795555115,0.2651369869709015,0.0821917808219178,0,-1,-1,0.0,3.1884281635284424,6.081262588500977
dev-p01-alternating-s1,early,dev,1,alternating,1,0.3221476510067114,0.9900332225913622,0.32432432432432434,0.5095034241676331,0.17152808606624603,0.17567567567567569,15,0,14,1.0,3.2230818271636963,6.087488174438477
dev-p01-pedal-s0,sao,dev,1,pedal,0,0.0,0.8023255813953488,0.0,0.12906336784362793,0.1451108455657959,0.0,0,-1,-1,0.0,3.1971523761749268,6.093225479125977
dev-p01-pedal-s0,early,dev,1,pedal,0,0.6335403726708074,0.936046511627907,0.6341463414634146,0.645943284034729,0.13993458449840546,0.18292682926829268,15,0,14,1.0,3.227315902709961,6.086999893188477
dev-p01-pedal-s1,sao,dev,1,pedal,1,0.0,0.9563953488372093,0.0,0.10695866495370865,0.2651369869709015,0.0,0,-1,-1,0.0,3.193739175796509,6.093225479125977
