method,n,coherence_mlsp,coherence_mlsp_lo,coherence_mlsp_hi,coherence_w2s,coherence_w2s_lo,coherence_w2s_hi,chroma_cos,chroma_cos_lo,chroma_cos_hi,clap,clap_lo,clap_hi,coherence_firstnote,coherence_firstnote_lo,coherence_firstnote_hi,n_updates,n_updates_lo,n_updates_hi,runtime_s,runtime_s_lo,runtime_s_hi,p_coherence_mlsp_vs_sao,d_coherence_mlsp_vs_sao,p_clap_vs_sao,d_clap_vs_sao,p_coherence_mlsp_vs_sao_holm,p_clap_vs_sao_holm,fad_clap_maestro,fad_clap_sao
sao,50,0.1189560616021968,0.09112098716949435,0.14833099605810596,0.11116946500982915,0.087460501283084,0.13599373843064175,0.2892406113445759,0.266100303247571,0.31272682973369953,0.2068549484014511,0.18754206562787296,0.22548757082223891,0.05689252755468252,0.02744232078423858,0.09312330701727446,0.0,0.0,0.0,3.181879563331604,3.1742797545194628,3.1918642853498462,,,,,,,0.8820719197787379,0.0
early,50,0.4106323971168503,0.35865220297585104,0.46183129837037784,0.4027820659757152,0.34997612783372756,0.4548171997742135,0.47624241769313813,0.43980123607814314,0.5137031917572021,0.1731975036859512,0.15431957784667605,0.19165708890184757,0.27038315176031064,0.21091017367496645,0.3341297127135305,15.0,15.0,15.0,3.2131834173202516,3.2076373108625416,3.2184246996641157,3.0890845437170356e-12,0.2916763355146535,1.2288898243895119e-05,-0.03365744471549989,3.0890845437170356e-12,1.2288898243895119e-05,0.7476004420740148,0.2649627369140737
