path,prompt,melody,cond,coherence_true,coherence_shuffled_mean,coherence_shuffled_max,voiced_fraction
/home/stoneyey/Desktop/MIC/outputs/generated_audio/prompt4_descending_baseline.wav,prompt4,descending,baseline,0.2669172932330827,0.06664388243335612,0.23308270676691728,0.7732558139534884
/home/stoneyey/Desktop/MIC/outputs/generated_audio/prompt4_descending_combined.wav,prompt4,descending,combined,0.2845849802371542,0.06503772906934963,0.23715415019762845,0.7354651162790697
/home/stoneyey/Desktop/MIC/outputs/generated_audio/prompt4_descending_itc.wav,prompt4,descending,itc,0.27111111111111114,0.06626262626262626,0.3333333333333333,0.6540697674418605
/home/stoneyey/Desktop/MIC/outputs/generated_audio/prompt4_descending_probe_high.wav,prompt4,descending,probe_0.1,0.23509933774834438,0.0695364238410596,0.18874172185430463,0.877906976744186
/home/stoneyey/Desktop/MIC/outputs/generated_audio/prompt4_descending_probe_low.wav,prompt4,descending,probe_0.03,0.2440677966101695,0.0687211093990755,0.2033898305084746,0.8575581395348837
/home/stoneyey/Desktop/MIC/outputs/generated_audio/prompt4_descending_probe_mid.wav,prompt4,descending,probe_0.05,0.2536231884057971,0.0678524374176548,0.19927536231884058,0.8023255813953488
/home/stoneyey/Desktop/MIC/outputs/generated_audio/prompt4_descending_probe_strong.wav,prompt4,descending,probe_0.2,0.2706766917293233,0.06630211893369788,0.16165413533834586,0.7732558139534884
/home/stoneyey/Desktop/MIC/outputs/generated_audio/prompt5_alternating_baseline.wav,prompt5,alternating,baseline,0.0,0.09090909090909091,0.31496062992125984,0.8438538205980066
/home/stoneyey/Desktop/MIC/outputs/generated_audio/prompt5_alternating_combined.wav,prompt5,alternating,combined,0.30451127819548873,0.06322624743677374,0.31954887218045114,0.8837209302325582
/home/stoneyey/Desktop/MIC/outputs/generated_audio/prompt5_alternating_itc.wav,prompt5,alternating,itc,0.0,0.09090909090909091,0.3487179487179487,0.6478405315614618
/home/stoneyey/Desktop/MIC/outputs/generated_audio/prompt5_alternating_probe_high.wav,prompt5,alternating,probe_0.1,0.3044982698961938,0.06322743000943692,0.24567474048442905,0.9601328903654485
/home/stoneyey/Desktop/MIC/outputs/generated_audio/prompt5_alternating_probe_low.wav,prompt5,alternating,probe_0.03,0.1276595744680851,0.07930367504835589,0.17375886524822695,0.9368770764119602
/home/stoneyey/Desktop/MIC/outputs/generated_audio/prompt5_alternating_probe_mid.wav,prompt5,alternating,probe_0.05,0.2517241379310345,0.06802507836990596,0.15172413793103448,0.9634551495016611
/home/stoneyey/Desktop/MIC/outputs/generated_audio/prompt5_alternating_probe_strong.wav,prompt5,alternating,probe_0.2,0.314878892733564,0.06228373702422146,0.28027681660899656,0.9601328903654485
/home/stoneyey/Desktop/MIC/outputs/generated_audio/prompt5_ascending_baseline.wav,prompt5,ascending,baseline,0.12794612794612795,0.0792776247321702,0.25252525252525254,0.8633720930232558
/home/stoneyey/Desktop/MIC/outputs/generated_audio/prompt5_ascending_combined.wav,prompt5,ascending,combined,0.2635135135135135,0.06695331695331695,0.22972972972972974,0.8604651162790697
/home/stoneyey/Desktop/MIC/outputs/generated_audio/prompt5_ascending_itc.wav,prompt5,ascending,itc,0.035398230088495575,0.08769106999195495,0.1902654867256637,0.6569767441860465
/home/stoneyey/Desktop/MIC/outputs/generated_audio/prompt5_ascending_probe_high.wav,prompt5,ascending,probe_0.1,0.18120805369127516,0.07443563148261136,0.2483221476510067,0.8662790697674418
/home/stoneyey/Desktop/MIC/outputs/generated_audio/prompt5_ascending_probe_low.wav,prompt5,ascending,probe_0.03,0.24834437086092714,0.0683323299217339,0.15894039735099338,0.877906976744186
/home/stoneyey/Desktop/MIC/outputs/generated_audio/prompt5_ascending_probe_mid.wav,prompt5,ascending,probe_0.05,0.24148606811145512,0.06895581198986772,0.18575851393188855,0.938953488372093
/home/stoneyey/Desktop/MIC/outputs/generated_audio/prompt5_ascending_probe_strong.wav,prompt5,ascending,probe_0.2,0.23548387096774193,0.06950146627565983,0.2709677419354839,0.9011627906976745
/home/stoneyey/Desktop/MIC/outputs/generated_audio/prompt5_descending_baseline.wav,prompt5,descending,baseline,0.05387205387205387,0.08601163146617692,0.20202020202020202,0.8633720930232558
/home/stoneyey/Desktop/MIC/outputs/generated_audio/prompt5_descending_combined.wav,prompt5,descending,combined,0.10461538461538461,0.0813986013986014,0.24,0.9447674418604651
/home/stoneyey/Desktop/MIC/outputs/generated_audio/prompt5_descending_itc.wav,prompt5,descending,itc,0.059006211180124224,0.08554488989271597,0.18012422360248448,0.936046511627907
/home/stoneyey/Desktop/MIC/outputs/generated_audio/prompt5_descending_probe_high.wav,prompt5,descending,probe_0.1,0.24148606811145512,0.06895581198986772,0.13312693498452013,0.938953488372093
/home/stoneyey/Desktop/MIC/outputs/generated_audio/prompt5_descending_probe_low.wav,prompt5,descending,probe_0.03,0.10153846153846154,0.08167832167832167,0.27076923076923076,0.9447674418604651
/home/stoneyey/Desktop/MIC/outputs/generated_audio/prompt5_descending_probe_mid.wav,prompt5,descending,probe_0.05,0.23692307692307693,0.06937062937062936,0.14153846153846153,0.9447674418604651
/home/stoneyey/Desktop/MIC/outputs/generated_audio/prompt5_descending_probe_strong.wav,prompt5,descending,probe_0.2,0.275974025974026,0.06582054309327036,0.1396103896103896,0.8953488372093024
/home/stoneyey/Desktop/MIC/outputs/generated_audio/prompt6_alternating_baseline.wav,prompt6,alternating,baseline,0.0,0.09090909090909091,0.41304347826086957,0.9169435215946844
/home/stoneyey/Desktop/MIC/outputs/generated_audio/prompt6_alternating_combined.wav,prompt6,alternating,combined,0.15331010452961671,0.07697180867912574,0.27177700348432055,0.9534883720930233
/home/stoneyey/Desktop/MIC/outputs/generated_audio/prompt6_alternating_itc.wav,prompt6,alternating,itc,0.0,0.09090909090909091,0.42105263157894735,0.946843853820598
/home/stoneyey/Desktop/MIC/outputs/generated_audio/prompt6_alternating_probe_high.wav,prompt6,alternating,probe_0.1,0.22333333333333333,0.0706060606060606,0.16666666666666666,0.9966777408637874
/home/stoneyey/Desktop/MIC/outputs/generated_audio/prompt6_alternating_probe_low.wav,prompt6,alternating,probe_0.03,0.0706713780918728,0.08448442017346612,0.1978798586572438,0.9401993355481728
/home/stoneyey/Desktop/MIC/outputs/generated_audio/prompt6_alternating_probe_mid.wav,prompt6,alternating,probe_0.05,0.21140939597315436,0.07169005491153142,0.1342281879194631,0.9900332225913622
/home/stoneyey/Desktop/MIC/outputs/generated_audio/prompt6_alternating_probe_strong.wav,prompt6,alternating,probe_0.2,0.2604166666666667,0.0672348484848485,0.1875,0.9568106312292359
/home/stoneyey/Desktop/MIC/outputs/generated_audio/prompt6_ascending_baseline.wav,prompt6,ascending,baseline,0.09872611464968153,0.08193398957730168,0.2484076433121019,0.9127906976744186
/home/stoneyey/Desktop/MIC/outputs/generated_audio/prompt6_ascending_combined.wav,prompt6,ascending,combined,0.005076142131979695,0.09044762344254731,0.2131979695431472,0.5726744186046512
/home/stoneyey/Desktop/MIC/outputs/generated_audio/prompt6_ascending_itc.wav,prompt6,ascending,itc,0.11782477341389729,0.08019774787146389,0.2537764350453172,0.9622093023255814
/home/stoneyey/Desktop/MIC/outputs/generated_audio/prompt6_ascending_probe_high.wav,prompt6,ascending,probe_0.1,0.09411764705882353,0.0823529411764706,0.17352941176470588,0.9883720930232558
/home/stoneyey/Desktop/MIC/outputs/generated_audio/prompt6_ascending_probe_low.wav,prompt6,ascending,probe_0.03,0.07112970711297072,0.08444275389882085,0.3054393305439331,0.6947674418604651
/home/stoneyey/Desktop/MIC/outputs/generated_audio/prompt6_ascending_probe_mid.wav,prompt6,ascending,probe_0.05,0.10089020771513353,0.08173725384407876,0.1632047477744807,0.9796511627906976
/home/stoneyey/Desktop/MIC/outputs/generated_audio/prompt6_ascending_probe_strong.wav,prompt6,ascending,probe_0.2,0.11764705882352941,0.08021390374331551,0.15588235294117647,0.9883720930232558
/home/stoneyey/Desktop/MIC/outputs/generated_audio/prompt6_descending_baseline.wav,prompt6,descending,baseline,0.13694267515923567,0.07845975680370584,0.2484076433121019,0.9127906976744186
/home/stoneyey/Desktop/MIC/outputs/generated_audio/prompt6_descending_combined.wav,prompt6,descending,combined,0.12835820895522387,0.07924016282225237,0.19701492537313434,0.9738372093023255
/home/stoneyey/Desktop/MIC/outputs/generated_audio/prompt6_descending_itc.wav,prompt6,descending,itc,0.14052287581699346,0.07813428401663697,0.2581699346405229,0.8895348837209303
